Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
44.31,158.28,6.192,75.95,0.5784,0.6301,92.14,24976,43796
41.59,169.46,5.311,83.39,0.6477,0.5757,92.15,28442,38120
75.71,288.75,4.115,97.52,0.1004,1.0,92.44,2956,82486
63.4,222.97,4.746,78.83,0.2272,1.0,92.35,6898,74835
35.82,158.38,6.44,81.89,0.507,0.6639,92.94,36763,44578
25.76,93.48,3.424,64.54,0.0752,0.9614,95.02,7340,85864
40.67,157.86,3.945,71.13,0.0942,0.8525,95.62,5933,84510
51.21,175.8,3.047,78.98,0.0799,1.0,94.62,2927,86436
54.32,225.88,5.038,83.89,0.4514,0.707,91.37,21001,42152
35.95,100.97,8.143,97.43,1.4394,0.2581,86.78,100000,694
62.69,228.99,7.051,98.35,0.5828,0.6847,91.37,18423,32845
40.3,163.02,10.91,89.92,0.9677,0.4043,90.18,44381,0
54.97,234.8,9.329,88.65,1.3969,0.5467,86.86,49794,620
41.79,160.0,4.411,79.28,0.3665,0.7043,93.44,20420,60670
19.32,76.18,2.625,55.38,0.0356,1.0,96.84,4948,89095
17.41,79.6,2.571,53.71,0.04,1.0,96.54,4435,89813
68.19,253.61,8.058,84.39,0.9837,0.7454,90.51,36898,276
57.79,233.54,10.146,101.32,1.369,0.5703,87.9,42929,166
35.1,120.33,4.775,68.44,0.2519,0.7641,94.14,15300,76414
41.84,189.45,5.808,80.62,0.4365,0.7071,92.9,21949,57620
53.35,182.84,4.512,81.97,0.45,0.7444,92.5,17291,53067
48.12,195.07,3.856,80.75,0.3258,0.8479,92.9,15254,65706
55.74,199.93,9.025,92.34,1.0474,0.5429,88.25,49078,988
47.22,166.77,5.347,73.13,0.357,0.9167,93.82,14141,70665
56.14,215.83,8.868,90.28,0.8793,0.6258,89.6,31580,128
47.66,180.21,4.738,70.72,0.0312,0.8914,94.88,1690,87388
70.25,257.88,3.434,84.79,0.1067,0.9115,94.72,3723,81853
41.68,170.71,4.986,64.71,0.1446,0.9778,95.8,7346,82390
59.35,200.59,6.958,79.09,0.7421,0.5736,90.83,25868,3135
32.04,140.84,3.378,81.41,0.2544,0.7608,94.29,14772,78165
38.92,157.49,6.806,68.51,0.6501,0.686,92.82,36127,35266
46.83,168.5,4.278,84.31,0.1328,0.9057,94.33,7591,80390
33.24,108.86,11.464,92.98,1.7303,0.2685,86.31,97444,0
51.18,214.66,7.738,81.38,0.7602,0.6759,92.25,25676,24763
66.14,259.7,13.579,116.32,2.4287,0.3773,82.36,63221,193
73.28,268.68,3.644,80.73,0.1371,0.8715,94.06,3809,80145
19.47,85.03,3.326,74.14,0.0844,0.7357,94.43,7914,87806
51.77,206.05,6.04,79.31,0.4363,0.642,93.74,18196,50012
59.66,196.43,6.623,91.4,0.5818,0.6692,90.94,24666,18206
57.17,235.52,7.18,78.41,0.941,0.722,92.11,30475,119
32.67,104.44,4.287,66.43,0.0054,0.9651,96.25,438,89134
38.26,165.94,6.643,84.5,0.7222,0.6601,91.75,48567,12764
51.5,196.86,8.668,78.34,1.0899,0.6179,90.36,39239,564
57.98,243.32,14.386,109.56,3.0252,0.3151,79.38,100000,249
69.28,263.54,5.902,80.55,0.2863,0.8609,93.19,8270,67291
30.73,103.57,7.535,92.46,0.4913,0.5093,92.39,31892,55873
71.03,266.33,7.52,93.17,1.0166,0.6691,89.64,32504,0
54.95,196.96,5.345,80.31,0.5408,0.7664,92.24,19579,44295
38.22,146.41,1.133,65.49,0.0785,1.0,95.47,3833,86592
49.71,212.1,3.778,90.52,0.2384,0.7148,92.45,8423,75601
32.02,131.29,9.272,87.97,1.3678,0.3321,87.51,100000,0
22.98,107.65,7.756,76.83,0.721,0.3243,91.62,81963,21695
32.36,148.13,5.401,89.49,0.6177,0.4693,91.12,38494,41008
44.63,144.94,6.596,88.78,0.7761,0.7065,89.68,32347,25102
65.45,267.97,10.469,116.77,1.8809,0.4831,84.84,61787,0
45.02,156.23,3.14,74.2,0.1581,0.946,94.89,8600,80555
40.06,132.53,3.359,66.93,0.0669,1.0,94.0,4415,87486
29.59,115.08,3.905,64.56,0.0498,0.8318,96.26,4011,87662
32.03,104.95,3.423,70.46,0.2977,0.7496,93.71,18761,74556
55.32,225.6,12.093,99.8,2.1062,0.2693,85.21,87123,349
37.63,167.21,3.695,79.1,0.3676,0.7626,93.48,18657,68222
45.55,147.98,7.741,87.76,0.9253,0.4219,90.44,44392,0
17.35,40.0,5.523,71.88,0.4287,0.5842,93.35,47055,71559
56.69,224.91,5.287,85.56,0.3153,0.9172,93.14,10440,70388
39.39,112.85,5.042,81.64,0.2766,0.8354,93.41,14195,74305
50.67,205.61,4.157,74.68,0.0679,0.9031,94.36,3543,85175
51.32,165.0,6.521,74.99,0.7962,0.7646,92.65,33200,9108
58.43,207.96,12.354,98.62,2.5355,0.3039,82.55,100000,351
39.14,152.02,1.039,70.23,0.1597,0.9234,94.22,9671,81737
61.18,254.37,8.36,101.12,0.9746,0.4544,88.97,38425,646
40.77,158.61,5.435,70.06,0.4326,0.8596,93.36,23159,59559
42.78,160.6,2.329,68.29,0.1005,0.9659,95.78,4622,84458
28.67,123.56,4.758,83.35,0.6586,0.5779,92.13,52004,38572
64.16,223.48,5.022,89.21,0.1824,0.7537,93.0,7030,73097
53.3,215.96,3.972,69.92,0.2292,0.8752,95.03,9339,74190
43.88,146.45,4.059,78.12,0.3355,0.7282,93.59,15916,66955
72.15,252.87,7.765,95.12,0.8434,0.7359,89.88,21470,0
16.75,62.41,5.693,79.87,0.424,0.4807,92.58,51660,69955
58.53,172.38,4.602,86.84,0.4462,0.8088,91.62,16688,49940
36.01,137.35,4.003,66.53,0.38,0.9155,95.31,18177,72309
29.73,117.53,1.359,67.16,0.0506,0.878,94.79,3347,87540
50.76,197.12,13.06,105.47,1.9727,0.2403,83.65,67612,0
45.11,177.23,3.272,72.86,0.2253,1.0,94.24,10468,77843
47.97,160.5,4.718,72.93,0.3656,0.8554,93.58,15267,66557
64.33,218.2,8.748,100.14,0.9948,0.6205,89.24,41156,293
20.41,88.9,2.853,60.96,0.0946,0.8954,96.61,10396,87189
65.29,243.01,2.996,84.65,0.1579,0.8755,94.15,6415,75681
43.77,161.6,5.226,73.34,0.4388,0.7556,94.27,22414,55108
54.32,205.18,6.195,83.99,0.5011,0.7405,91.21,22385,38149
78.88,311.64,3.529,88.59,0.1066,0.9565,93.91,3177,81063
47.29,158.21,9.955,102.16,1.1932,0.2251,87.75,55975,168
41.15,126.35,3.943,72.72,0.0553,0.8817,94.89,2597,88553
41.15,177.99,11.242,85.03,1.7443,0.3125,86.86,75503,0
23.52,95.07,7.618,94.46,0.755,0.4607,90.13,80354,22881
50.0,198.61,11.959,100.16,1.9794,0.304,84.82,68564,442
33.37,123.93,8.483,90.46,0.8355,0.4087,90.47,54431,5619
38.16,137.76,6.514,81.31,0.5955,0.6424,92.31,38421,34016
42.28,153.56,5.639,79.41,0.7086,0.5991,92.02,44827,4505
71.12,251.11,4.155,92.31,0.3269,0.7983,93.1,10683,58702
54.71,204.1,3.842,75.69,0.0747,1.0,93.92,3083,85563
43.54,153.32,3.222,73.64,0.3204,0.9608,93.82,13574,73773
45.73,171.46,2.523,78.64,0.092,1.0,93.82,4042,85823
58.89,225.69,10.052,88.97,1.4541,0.6023,86.34,46924,0
54.43,183.99,1.475,60.24,0.031,1.0,96.27,1380,88144
38.94,166.68,12.486,105.11,2.2477,0.1375,84.3,100000,517
69.73,277.5,5.355,83.17,0.5018,0.9067,92.73,16289,40264
41.28,164.62,12.192,86.6,2.2867,0.3364,84.58,100000,0
13.88,66.78,4.149,63.46,0.1958,0.6937,94.91,30793,83422
49.9,204.79,12.153,103.91,2.0667,0.2555,85.07,85354,0
85.29,325.46,7.647,101.26,0.9778,0.7898,87.88,23417,0
35.84,147.57,5.517,86.8,0.5264,0.6086,92.39,30753,51071
42.5,192.49,8.894,94.57,1.3075,0.4616,89.37,60930,348
69.71,280.19,3.97,77.24,0.2359,0.9391,94.96,8579,68752
83.27,297.1,6.152,84.88,0.1771,0.9784,93.62,4953,74679
56.77,205.03,12.189,89.75,1.9234,0.4333,86.29,75055,604
53.15,222.6,5.31,80.79,0.5547,0.7531,90.97,19339,46350
54.13,234.83,3.299,76.11,0.0236,0.8863,95.86,1145,88116
43.06,152.4,5.018,70.52,0.2339,0.798,95.26,9428,78584
97.86,373.43,4.116,96.12,0.4961,0.9348,90.98,9581,41846
46.92,175.0,2.776,63.1,0.0819,1.0,95.41,3752,84666
36.88,115.35,10.008,91.13,1.7136,0.4016,87.09,80229,0
27.48,123.12,0.5,64.63,0.0735,0.9203,95.59,6185,86243
36.84,142.87,2.061,76.73,0.3792,0.6375,94.21,21254,64494
44.16,170.85,3.312,72.59,0.0346,0.8517,95.55,1483,87423
20.02,97.13,8.224,78.13,0.3202,0.4384,93.51,31174,75068
35.84,128.97,9.876,96.33,1.447,0.3617,87.59,77740,0
36.97,111.44,6.034,81.23,0.2955,0.6986,93.2,21235,67022
30.92,91.88,5.476,71.01,0.4299,0.7067,93.11,28657,64125
44.4,188.22,9.264,84.82,1.3207,0.4711,88.82,51875,268
42.14,146.7,5.68,77.03,0.5823,0.6211,93.94,35962,26990
21.81,84.6,3.928,62.17,0.0653,0.89,95.12,6234,86862
40.15,151.68,1.288,75.32,0.0234,1.0,94.33,1128,89533
44.35,137.03,13.871,97.28,2.1314,0.2866,85.08,100000,222
46.46,180.74,6.753,81.96,0.585,0.5631,92.0,23022,41463
8.0,40.0,5.373,69.08,0.1348,0.5431,95.08,42027,85904
38.56,162.27,4.362,77.33,0.3229,0.7973,93.32,15373,72378
44.27,133.96,3.735,73.9,0.264,0.8884,94.39,13538,72683
33.93,156.0,2.796,67.38,0.0857,0.9266,95.95,5739,86178
16.66,76.57,5.577,83.74,0.4982,0.441,92.38,54265,67345
63.2,250.12,10.906,104.57,1.5859,0.4438,86.71,49497,0
59.8,214.91,3.638,75.96,0.0781,1.0,94.56,3132,85021
44.17,178.47,5.572,62.82,0.4564,0.8649,92.99,17985,63427
39.81,150.13,8.177,96.0,0.6148,0.6196,90.4,27424,46446
11.4,40.0,5.664,72.39,0.315,0.4425,94.3,71732,75345
45.87,186.68,5.915,85.53,0.1898,0.7043,93.1,11086,73851
68.53,274.39,6.206,86.64,0.604,0.7284,91.33,21406,14220
50.16,213.26,6.163,74.58,0.2821,0.9153,93.15,14648,67952
38.96,172.57,5.172,85.51,0.1088,0.9681,94.32,6435,84967
48.8,176.27,3.952,71.07,0.4454,0.9162,92.49,16638,63225
58.34,197.4,3.178,76.87,0.0455,0.931,95.48,1912,87427
29.28,92.16,7.739,86.3,0.9452,0.4705,89.73,60060,12194
44.0,164.71,9.094,85.08,1.1915,0.5996,89.49,48193,54
35.44,143.8,4.477,59.01,0.253,1.0,95.28,13696,77795
47.39,164.1,5.058,82.97,0.3577,0.733,92.87,15497,63882
64.28,221.34,5.846,88.4,0.5654,0.6579,91.53,19852,24555
64.57,255.8,8.824,86.48,1.3967,0.6234,89.49,43164,0
52.9,171.31,15.141,95.66,2.5087,0.2146,82.98,100000,482
42.69,157.3,4.371,78.15,0.0865,0.9584,94.03,5057,83965
41.1,152.3,7.298,77.09,1.2221,0.5468,90.51,58312,208
29.79,112.32,2.844,60.42,0.1133,0.9406,95.22,7647,86086
37.89,123.62,8.992,96.3,1.0827,0.3613,88.66,60133,0
39.18,173.71,2.414,66.37,0.1072,0.9514,95.7,5412,85032
36.8,128.98,5.784,72.95,0.3921,0.6554,94.23,22634,62123
30.08,107.09,6.791,72.79,0.5289,0.5121,92.94,35096,53074
58.96,246.33,9.199,107.23,0.9548,0.552,88.34,35399,54
47.47,163.91,4.928,73.59,0.5549,0.7559,92.29,22185,47751
27.61,125.3,11.302,96.92,1.4996,0.1993,87.53,100000,0
28.78,93.09,7.47,78.09,0.334,0.6998,92.97,28237,68740
54.96,197.51,7.837,92.57,1.0259,0.5682,89.24,46983,229
33.21,112.43,3.609,63.5,0.0894,0.9102,96.71,7030,84778
85.63,303.42,4.74,91.16,0.1166,1.0,93.25,2919,81232
35.03,159.01,4.338,83.91,0.4537,0.708,93.11,33278,52595
78.15,275.72,8.469,94.49,0.7057,0.6787,90.31,22372,0
22.48,66.6,2.837,59.21,0.0752,0.8509,97.95,5979,87662
31.43,104.08,3.825,74.52,0.0791,0.7772,95.38,5150,86718
53.47,230.51,12.146,99.51,2.1742,0.3032,83.05,75571,348
21.99,82.61,1.652,59.68,0.0099,0.9588,95.95,805,89889
57.49,245.47,5.271,76.39,0.3739,0.8133,93.03,12681,62781
24.35,134.93,0.756,66.73,0.002,1.0,95.97,191,90242
42.99,142.56,3.596,72.2,0.1772,0.9241,94.95,9417,79339
27.26,88.67,6.472,94.64,0.6853,0.4604,90.08,50226,39705
66.21,244.7,5.864,88.75,0.3066,0.8774,93.38,8773,68838
68.36,247.37,4.291,86.93,0.3747,0.9396,93.08,9871,64690
78.59,281.0,3.769,95.39,0.4642,0.7006,91.38,13219,35573
24.93,100.45,6.074,64.43,0.3473,0.6763,95.08,34866,68438
19.35,69.04,1.906,60.39,0.0528,1.0,96.24,6902,88569
35.13,140.89,4.993,67.21,0.3171,0.7289,94.47,17106,73233
22.97,76.34,2.101,54.25,0.0076,1.0,95.85,803,89912
62.69,254.79,4.497,84.7,0.4464,0.9797,91.89,14874,55836
36.66,160.97,2.163,68.08,0.0294,1.0,95.74,1696,89053
61.09,239.47,4.643,78.01,0.3811,0.9029,94.04,10959,65251
41.73,173.22,1.919,74.92,0.0716,1.0,95.72,2991,87130
44.06,154.39,14.506,95.44,2.1896,0.2947,84.4,100000,0
56.03,191.76,3.966,72.63,0.0113,1.0,95.94,426,89353
70.89,275.8,8.808,95.12,0.7511,0.6677,89.66,25907,0
55.5,179.04,4.626,78.87,0.057,0.9454,95.73,2295,86545
54.2,201.99,5.432,81.47,0.3712,0.7126,93.11,13243,61083
27.82,119.01,8.141,82.5,0.6213,0.3136,91.31,44026,42606
51.7,209.42,2.894,88.49,0.1924,0.8055,92.5,8808,75444
40.83,173.23,8.084,90.39,0.8007,0.5073,90.3,52584,0
43.08,196.56,5.549,69.4,0.412,0.8143,93.23,17454,66053
49.56,182.8,3.808,90.65,0.1098,0.863,93.64,4441,84527
58.95,232.82,5.479,82.71,0.2352,0.8332,94.25,7486,74362
51.16,165.12,5.278,86.58,0.3471,0.6885,93.33,16769,56488
58.62,203.49,9.688,93.74,1.6698,0.4637,86.34,57481,239
55.1,220.58,2.44,81.61,0.0907,1.0,94.19,4068,84551
76.58,290.25,6.198,91.97,0.181,0.7883,92.08,6089,71730
50.04,172.29,7.691,79.99,0.5777,0.7298,91.91,20113,46931
71.16,282.23,10.704,105.32,1.3081,0.4329,87.53,45885,0
27.09,122.77,8.312,79.34,0.5261,0.4212,92.54,43142,50094
59.75,241.32,5.999,91.3,0.6976,0.7164,90.65,31004,0
61.62,229.54,4.835,73.53,0.1181,1.0,94.42,5085,80408
29.21,97.82,5.505,75.28,0.4246,0.7075,93.6,28544,65712
25.78,102.09,2.786,73.97,0.5511,0.7262,93.19,45288,57663
42.9,170.85,5.726,84.62,0.4097,0.6702,92.33,24895,50853
56.01,185.35,6.35,93.66,0.5708,0.6511,91.49,26077,20407
43.8,185.98,8.1,86.02,1.1243,0.3971,88.93,62364,0
53.32,199.1,2.574,80.1,0.0282,0.9172,94.03,1241,87883
29.43,85.0,3.373,65.41,0.0366,0.9177,95.89,3130,89276
30.55,109.13,8.001,97.37,0.7743,0.3244,89.04,50066,22018
46.67,167.47,4.567,86.86,0.2274,0.6745,91.63,10755,73343
42.34,150.98,5.855,83.18,0.4394,0.6345,92.7,24425,51034
56.91,198.72,4.039,85.67,0.3793,0.9267,91.9,12604,65378
43.9,138.54,4.413,64.19,0.2375,0.7659,94.64,11922,73778
55.9,245.13,8.165,92.99,1.1657,0.6014,88.82,36536,347
55.77,222.33,5.863,77.65,0.2314,0.8625,93.66,8939,73405
29.13,104.65,3.322,64.21,0.2511,0.9202,95.01,20199,77523
44.85,193.89,6.906,94.57,0.7889,0.4909,89.67,45693,0
54.71,172.94,13.144,105.28,2.2004,0.2326,83.59,100000,0
23.74,69.2,2.274,57.55,0.0151,0.8731,97.33,1250,89782
49.47,149.48,4.964,82.84,0.3312,0.6812,92.23,17399,57869
22.19,82.09,3.734,73.97,0.2692,0.7836,94.02,23261,78461
30.48,114.02,3.547,70.77,0.085,0.8448,94.24,5792,86050
63.93,234.46,8.829,103.49,0.7577,0.6052,89.14,25741,0
80.05,329.48,9.163,112.54,1.4262,0.6847,85.21,31379,305
77.08,299.92,14.589,111.08,2.4464,0.4186,83.02,56431,603
49.77,198.24,9.866,85.9,1.3615,0.4351,89.95,60884,417
33.03,125.0,5.028,71.16,0.6284,0.6691,93.37,41138,42416
64.58,194.67,5.963,83.79,0.5649,0.8674,91.55,15564,45385
32.19,100.28,4.375,60.41,0.5146,0.627,94.76,27653,60326
63.18,275.1,7.885,88.52,0.7783,0.77,91.68,22872,13344
51.99,186.33,3.485,56.98,0.0202,1.0,96.27,1011,88165
30.1,117.77,2.171,56.67,0.0544,1.0,96.62,3228,87964
70.97,270.82,10.312,102.92,1.5899,0.5733,85.91,58026,0
71.93,309.43,6.248,87.92,0.5179,0.932,93.1,14206,45551
30.8,103.44,2.713,70.47,0.2919,0.8679,95.02,16384,78245
47.69,151.04,5.097,74.37,0.5877,0.7831,92.22,22873,47013
66.13,253.41,4.186,85.77,0.2489,0.8043,94.1,7564,71144
29.12,107.05,5.902,75.6,0.484,0.5594,91.66,32662,59710
69.92,275.38,7.572,100.86,0.6786,0.7045,90.67,23153,203
34.21,158.88,2.678,74.4,0.0201,0.9885,94.94,1444,88854
74.67,301.75,9.393,113.1,0.9983,0.461,86.99,35967,338
37.53,156.45,2.848,78.96,0.4417,0.7346,93.16,22027,64001
36.37,110.63,5.374,75.48,0.3216,0.6881,93.54,21344,66764
41.1,175.98,11.691,97.83,1.5393,0.3053,87.39,100000,400
18.78,63.16,4.007,63.58,0.0558,0.7352,96.08,6467,88208
59.24,232.91,6.392,86.33,0.3177,0.7405,93.81,10918,64151
67.85,292.65,8.144,103.32,1.1007,0.4289,88.96,31914,0
37.6,131.03,3.633,65.78,0.1353,0.8866,95.94,8500,83273
71.27,284.79,16.778,108.46,2.9143,0.2363,79.72,93825,0
18.84,59.92,5.12,73.77,0.3738,0.6322,93.2,47564,71046
54.68,233.38,4.847,77.58,0.2993,0.8464,92.79,9824,71192
39.69,159.56,10.555,80.16,1.465,0.3355,89.66,88018,65
53.13,208.47,8.196,86.9,0.861,0.7648,91.06,32711,3531
60.11,236.32,5.644,70.89,0.3722,0.9019,95.24,14360,58816
46.9,176.53,9.325,107.01,1.6155,0.2474,84.96,92277,0
36.47,158.76,3.653,64.0,0.1296,0.9622,94.89,8613,83037
30.61,100.71,5.84,84.13,0.703,0.6844,91.85,40435,46861
73.7,273.87,7.336,105.81,0.9537,0.7148,88.4,28017,269
20.7,85.11,4.894,86.72,0.4383,0.5881,92.9,42040,68562
25.96,126.18,3.349,58.72,0.1979,0.8711,96.09,17819,80697
58.06,225.18,6.573,83.96,0.6254,0.6802,92.72,20442,30992
55.19,215.88,2.233,74.59,0.0113,0.9001,95.02,393,90015
44.73,194.11,8.823,93.4,0.8873,0.5188,89.88,40823,380
31.96,163.56,2.841,64.3,0.0399,1.0,95.7,2225,88740
48.04,168.31,5.581,75.44,0.3149,0.8888,93.64,13016,69525
27.05,135.8,4.532,72.26,0.1895,0.7705,94.55,12702,82720
20.48,57.02,5.968,89.08,0.724,0.3087,89.92,69245,41663
48.92,164.32,3.371,70.91,0.1416,0.9349,95.01,6221,81787
49.67,187.83,9.306,78.44,1.3946,0.4307,88.88,70270,0
39.49,131.4,1.771,69.26,0.0518,1.0,96.43,3388,87354
59.8,255.39,9.602,101.21,1.1912,0.5329,88.52,38567,0
45.04,161.88,4.262,79.72,0.1049,0.9065,95.3,4418,84835
37.59,149.41,8.45,89.68,1.1424,0.3337,89.26,57654,0
33.26,105.2,6.607,73.99,0.5373,0.7036,93.77,32265,54593
26.16,109.78,7.696,86.58,1.058,0.3354,89.35,89191,523
44.67,163.76,3.707,66.73,0.0381,1.0,96.09,1840,88797
25.2,77.8,3.606,69.1,0.0941,0.873,95.11,8008,85493
26.13,75.22,4.434,80.8,0.3108,0.7339,92.3,21881,77598
48.9,184.67,3.347,80.95,0.1409,0.95,94.35,6827,81425
35.71,161.65,1.221,65.46,0.0895,0.9498,95.2,4826,86301
52.41,170.12,8.957,94.36,1.2507,0.4962,88.01,52471,57
63.07,234.81,7.304,92.07,1.209,0.6384,88.7,33699,0
32.97,113.55,4.065,77.74,0.1188,0.7614,94.27,8937,83649
64.77,246.16,7.803,85.97,0.4827,0.6195,93.35,13773,45351
32.0,130.0,5.771,87.58,0.7009,0.4934,91.52,42386,35743
63.74,252.61,7.416,93.55,0.6981,0.5587,90.14,25222,0
24.69,90.43,4.814,66.75,0.2241,0.756,95.58,15725,81542
58.55,211.0,10.465,104.19,1.3828,0.4234,86.44,43909,65
48.16,182.1,2.85,68.77,0.0549,0.985,95.71,1987,87815
42.78,160.26,3.261,78.48,0.2606,0.9186,94.17,12762,75629
38.19,115.48,3.942,72.95,0.3218,0.8962,94.66,17218,71460
72.23,283.44,11.282,94.92,1.9014,0.5524,84.84,50266,0
29.4,113.71,5.208,75.33,0.3537,0.6662,92.79,20735,72553
57.85,217.32,12.536,104.84,2.3094,0.4804,83.48,79039,0
37.84,162.59,1.565,65.46,0.0414,0.9034,95.52,2248,88388
47.93,182.05,13.752,112.97,2.5038,0.2326,82.13,100000,598
38.11,176.01,11.196,87.43,1.4315,0.2538,88.3,100000,0
44.35,162.11,6.352,88.9,0.8593,0.619,90.07,46335,311
54.17,200.61,9.329,94.47,1.2178,0.5394,88.03,58304,0
80.11,299.96,11.986,101.2,2.0254,0.4646,84.0,56259,268
20.71,81.35,2.778,58.54,0.0473,1.0,96.15,4588,88850
52.87,186.95,9.76,94.02,1.5767,0.5871,87.64,74152,199
38.62,128.58,5.94,79.41,0.4909,0.6014,92.52,31524,44515
35.61,126.99,4.667,84.83,0.425,0.6637,92.89,25453,60698
47.5,181.55,12.074,100.48,2.7344,0.2913,82.66,100000,1109
29.17,101.61,4.432,63.32,0.1183,0.8581,95.69,8213,84767
8.0,40.0,5.679,80.36,0.3425,0.2628,93.3,100000,77890
32.84,137.87,12.453,105.35,1.8333,0.0919,84.95,100000,154
50.0,192.51,11.724,95.54,2.0372,0.4066,85.0,70237,363
47.0,166.97,4.855,75.46,0.1495,0.9429,94.52,7990,79704
41.01,130.91,2.094,64.41,0.0049,1.0,96.28,247,89002
31.42,100.65,6.397,71.24,0.2737,0.6535,92.65,15561,76932
49.4,190.53,11.839,97.16,1.9444,0.3389,84.34,68711,0
44.48,177.12,6.279,80.47,1.0898,0.545,90.23,43768,0
53.52,255.85,3.885,80.35,0.1912,0.9217,94.16,7550,78124
53.29,229.77,5.237,75.37,0.2505,0.8729,93.2,12243,69855
37.22,158.6,4.257,79.81,0.3989,0.7754,93.43,19418,68172
17.14,81.35,4.852,64.86,0.1399,0.7982,95.44,14057,86928
8.0,40.0,4.535,84.16,0.2301,0.2039,93.13,70087,81811
41.38,132.41,5.076,69.63,0.3619,0.8968,93.77,15429,71177
64.01,249.6,3.18,85.05,0.2314,0.8601,93.06,9133,69769
65.37,268.12,4.746,92.34,0.6232,0.6158,90.25,17358,27152
23.04,87.88,5.067,78.96,0.2487,0.5907,94.37,26194,75263
67.18,280.33,5.828,73.2,0.7605,0.8569,93.01,21176,16803
29.13,82.56,6.995,98.05,0.8283,0.3376,89.78,55362,17153
39.28,136.31,4.389,74.82,0.163,0.8661,94.61,10390,79845
31.92,96.81,10.242,95.1,1.1938,0.256,89.5,96892,0
52.6,194.6,7.397,89.99,1.0262,0.5852,88.75,40877,0
42.38,174.12,5.091,74.35,0.1819,0.7296,93.82,10318,77638
39.71,179.01,6.104,83.07,0.5492,0.6476,92.19,33406,38927
64.57,275.18,16.92,109.7,2.7648,0.1379,81.73,100000,0
25.69,93.8,8.237,80.31,1.0841,0.5354,90.2,75483,8886
45.52,156.32,6.851,77.44,0.7395,0.5488,91.47,31945,17886
45.23,178.76,4.827,75.77,0.0942,0.9357,94.63,5410,84845
50.12,200.06,4.21,70.17,0.2424,0.9989,95.58,8382,78756
47.56,179.32,4.113,79.68,0.256,0.8225,92.76,13341,70255
45.48,138.09,7.351,73.1,0.6308,0.7124,92.94,28253,36986
64.46,218.06,7.627,95.19,0.4905,0.586,91.35,20377,23019
64.26,238.61,7.451,86.68,0.483,0.8814,93.09,13983,52091
36.53,108.67,4.673,75.09,0.1921,0.7142,95.11,10362,80197
40.99,166.88,2.547,73.17,0.1037,0.9104,95.02,4539,85676
36.96,132.49,6.868,73.36,0.7803,0.6617,92.75,38382,31548
57.5,208.68,4.5,84.23,0.2024,0.7356,93.52,8509,73092
27.29,93.29,2.367,53.64,0.0435,0.9784,97.61,2983,89532
52.37,180.73,4.741,73.59,0.2083,0.8511,94.34,8141,76472
24.73,71.91,2.271,65.13,0.035,1.0,95.68,3128,88779
73.09,300.89,10.72,103.81,1.6175,0.4903,85.91,45056,0
32.9,132.47,3.389,65.55,0.1018,0.9933,95.73,8145,85131
77.8,293.17,3.581,82.94,0.1805,0.9558,93.87,4356,77625
22.99,74.63,3.455,59.91,0.093,0.8506,95.65,9101,86582
35.29,154.13,5.293,79.28,1.0143,0.5626,91.41,73237,504
47.2,201.6,6.031,87.43,0.5946,0.6324,92.06,26542,34988
57.22,217.95,6.369,89.98,1.1213,0.6959,88.9,47913,0
80.65,292.03,14.647,97.63,2.5827,0.3454,82.92,68205,0
63.82,236.29,11.101,90.55,1.8997,0.4934,86.58,60088,0
30.59,90.82,4.623,80.76,0.5972,0.5895,92.65,39445,47610
41.15,136.56,5.471,79.64,0.2741,0.8126,93.22,14289,73802
47.02,156.21,6.891,90.52,0.4792,0.6417,92.05,23010,46347
28.4,100.22,4.348,57.3,0.1668,0.9513,96.39,11392,83503
53.08,191.13,5.231,75.17,0.2624,0.9014,93.78,9620,74227
52.14,186.62,5.858,82.13,0.5986,0.7881,92.14,20793,45611
65.28,258.45,4.387,71.42,0.1849,1.0,94.41,5347,79202
41.21,165.48,6.858,92.41,1.269,0.5858,88.82,54837,0
8.0,40.0,4.052,70.1,0.0638,0.6735,95.49,19922,88440
38.99,164.39,9.789,103.62,1.3172,0.5141,87.93,63320,531
22.02,41.67,2.418,58.62,0.0317,0.909,96.79,3342,88489
32.86,167.24,2.887,63.51,0.0871,0.985,96.38,4908,86873
53.91,185.15,6.355,73.08,0.4876,0.9015,92.56,16760,57612
9.27,40.0,3.643,54.37,0.1361,0.7759,96.95,27630,86465
42.69,198.84,5.504,84.76,0.4979,0.4628,92.2,29557,35247
55.13,233.79,11.012,97.46,1.9439,0.3341,83.83,66525,442
38.99,127.34,6.32,82.23,1.0138,0.5628,89.77,48751,0
32.19,129.12,5.556,76.32,0.5793,0.6826,92.8,33866,53809
63.79,255.06,7.174,83.82,0.522,0.6919,92.13,21257,23952
29.39,126.05,2.862,80.37,0.2245,0.8248,93.48,18837,76913
59.22,246.47,7.741,78.27,0.6407,0.7245,92.87,22561,24801
21.61,61.5,7.181,79.76,0.4985,0.4924,92.62,46827,61876
55.87,236.83,5.265,81.97,0.2173,0.8819,92.46,9612,72850
36.45,162.73,7.669,85.65,0.9548,0.5574,91.24,60308,0
20.45,117.98,3.605,67.54,0.1547,0.7288,95.05,13114,84929
43.75,160.35,3.919,78.53,0.2003,0.9055,93.57,9937,78439
