Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
53.82,226.73,11.492,88.27,2.0714,0.2862,88.05,100000,0
66.56,246.83,4.572,83.65,0.3896,0.761,94.24,15962,69731
66.11,282.53,5.17,81.46,0.3447,0.8256,94.92,13957,76202
42.12,177.21,5.617,66.32,0.5616,0.6827,96.09,44939,49641
40.3,180.14,4.456,69.2,0.1411,0.8027,95.87,12502,90483
23.18,142.1,6.563,78.67,0.7338,0.3639,93.8,80104,50008
61.64,260.08,8.211,76.01,1.1875,0.5562,91.98,58645,122
42.98,169.73,4.319,68.48,0.1989,0.8054,96.18,16811,86276
44.58,206.49,3.966,79.64,0.7412,0.583,94.45,41694,40167
81.1,340.38,9.008,92.74,1.2279,0.6256,90.02,42139,617
60.77,251.96,2.512,69.68,0.0556,1.0,96.15,3265,95917
55.81,270.16,8.458,96.4,1.4042,0.3017,88.89,69853,1120
64.94,287.78,3.737,75.26,0.415,0.8446,94.6,21111,63050
75.57,298.37,8.271,88.01,1.3902,0.5339,90.48,52540,0
20.89,69.28,2.105,59.86,0.0917,0.745,97.54,11572,97186
39.82,140.53,6.416,82.02,0.9553,0.471,92.85,67764,772
45.82,170.44,2.975,72.85,0.1916,0.9157,95.75,14790,88167
32.39,158.6,2.467,56.34,0.0032,0.992,98.05,327,100265
45.23,179.78,10.158,80.44,1.209,0.449,92.04,70737,824
22.08,57.02,1.684,56.83,0.0215,0.9929,97.63,2872,97895
66.6,288.87,3.212,79.57,0.2127,0.9633,95.28,11540,84127
40.68,174.26,9.545,80.86,1.3683,0.3839,91.02,89909,369
53.62,216.22,9.175,85.96,1.3142,0.3013,90.95,90238,393
50.92,201.15,6.245,77.62,0.4487,0.6142,94.14,25560,62642
60.03,252.49,5.997,75.48,0.6651,0.6177,94.2,29977,35874
10.0,50.0,2.427,52.92,0.0629,0.8634,98.59,17850,98929
58.1,252.07,3.699,66.23,0.2404,0.9395,96.01,10411,86860
45.05,154.23,3.527,67.73,0.1841,0.7711,96.29,11955,88332
57.32,218.79,6.388,82.53,0.6396,0.5971,92.98,33490,34445
28.77,111.88,6.039,62.36,0.3659,0.5645,95.92,41875,73998
57.45,214.6,8.278,81.99,0.9285,0.6679,92.07,47046,0
73.37,317.71,7.57,98.32,1.3665,0.5134,88.81,46765,598
53.42,237.85,1.826,68.68,0.05,0.8723,95.86,2869,96343
37.09,143.64,2.183,70.99,0.2413,0.8923,95.41,20461,87160
37.88,172.35,1.123,60.23,0.024,0.9707,97.39,1778,98835
60.37,258.1,4.142,76.63,0.4402,0.7259,94.26,23924,58273
60.25,257.72,4.689,72.29,0.288,0.7632,95.19,17477,72732
56.42,179.4,9.662,94.18,1.3452,0.3821,90.29,65599,0
49.32,203.27,3.786,64.7,0.2502,0.8797,95.95,12966,87349
53.65,213.37,3.086,68.93,0.0652,0.9361,96.65,3735,96610
48.83,202.27,2.281,69.06,0.0721,0.8704,96.81,4629,96485
43.14,172.69,4.393,86.8,0.5243,0.5185,93.83,43003,45246
63.63,243.29,5.225,71.06,0.5292,0.7686,94.3,28887,44428
55.58,226.75,2.175,72.56,0.0652,1.0,95.65,3198,96846
73.23,299.27,3.492,79.02,0.0769,0.9394,96.24,2636,96245
70.1,312.47,6.778,83.95,0.7198,0.6387,93.13,36216,1641
54.99,228.16,2.501,72.3,0.0495,1.0,96.58,2266,98549
60.72,243.59,8.436,86.44,1.1627,0.5204,91.97,51756,217
32.77,112.7,5.937,78.78,0.4613,0.6078,94.73,36750,72236
48.6,258.67,3.692,70.64,0.0469,0.9702,96.5,2545,98756
56.17,255.8,2.669,66.81,0.0526,1.0,96.43,2660,97394
21.51,93.64,6.614,81.22,0.7888,0.2466,93.21,100000,38833
57.73,214.08,4.403,77.02,0.3232,0.8191,94.9,14065,80748
32.73,107.12,2.339,59.22,0.1505,0.9529,96.6,13892,94182
34.71,179.19,4.612,77.62,0.6524,0.5752,93.8,50267,52458
40.47,202.2,7.966,82.58,1.2074,0.4234,91.57,88265,568
49.45,213.19,11.047,86.52,1.7423,0.2985,89.14,100000,344
26.1,93.4,4.328,64.82,0.4019,0.6671,96.28,41997,78546
65.42,263.78,4.465,74.06,0.2713,1.0,95.19,14161,79867
53.19,206.03,3.484,71.63,0.0494,1.0,96.19,2616,97876
84.65,397.09,8.43,97.64,1.0334,0.476,90.61,45037,0
55.4,228.6,4.259,76.98,0.4201,0.6698,93.97,24521,60701
60.27,269.39,3.623,75.18,0.2888,0.8241,95.66,16561,75623
34.63,164.51,7.796,78.57,0.8404,0.4069,93.34,71047,16272
28.73,94.96,2.423,60.29,0.0338,1.0,97.04,3536,98762
61.14,258.39,5.788,78.68,0.3439,0.6495,94.93,20355,63894
30.32,121.73,2.937,68.46,0.0028,0.9099,95.84,343,99722
61.55,284.28,4.695,74.21,0.3266,0.7875,94.54,18971,70514
80.72,351.08,3.552,70.48,0.0474,0.9735,95.95,1739,96901
67.02,280.42,3.068,71.07,0.0687,0.8621,95.86,3795,94135
60.27,256.07,2.585,68.57,0.0714,1.0,95.85,3751,96003
54.85,216.66,5.581,72.74,0.619,0.7133,93.36,31427,46665
43.09,161.99,5.93,73.72,0.4934,0.5752,94.2,41118,49638
47.94,186.21,3.836,71.44,0.3764,0.7889,94.06,26267,70823
39.82,177.16,8.454,85.21,1.3702,0.2397,91.32,98242,0
26.32,128.93,2.357,55.53,0.1394,1.0,97.37,14094,94753
50.64,225.31,3.658,72.41,0.1762,0.8264,95.99,10094,89017
69.94,262.43,8.8,91.71,1.4313,0.4415,89.19,60885,0
26.8,119.04,1.288,56.73,0.0577,1.0,97.74,7592,97447
75.17,327.99,14.105,105.52,2.5963,0.2354,85.09,99086,9
71.91,336.11,2.359,78.78,0.0077,0.9853,97.05,367,99988
57.15,213.29,10.155,87.98,1.69,0.271,90.15,100000,0
57.29,262.09,3.656,76.48,0.0293,0.8683,95.68,1324,99288
46.65,227.8,7.217,77.42,0.9249,0.4681,91.71,66532,224
50.76,191.27,3.721,69.46,0.3676,0.8237,94.47,22504,73622
41.66,187.95,6.993,83.51,1.3192,0.3376,90.76,100000,0
50.57,178.5,3.569,63.76,0.0371,0.9753,98.0,2300,98388
52.52,220.06,6.131,84.3,0.4894,0.5627,93.91,24213,60638
83.86,331.45,14.972,107.5,3.325,0.3258,81.33,100000,0
60.18,266.4,4.145,80.02,0.4084,0.7014,94.39,22213,62006
46.23,193.17,5.679,82.59,0.519,0.6066,92.68,29779,60697
48.22,195.54,6.448,82.63,0.4759,0.6566,93.41,35697,51746
37.16,168.28,3.611,70.34,0.2634,0.7586,95.26,18184,87504
40.13,151.48,4.919,74.91,0.4565,0.6313,94.81,29630,68871
66.39,279.25,4.79,72.65,0.5407,0.82,95.31,26335,48020
41.11,186.57,8.715,81.54,1.1356,0.4051,90.85,69427,210
38.88,156.67,2.197,68.66,0.0208,0.9495,97.24,1395,100115
39.33,167.83,2.657,64.62,0.1323,0.9444,96.21,9895,93140
36.87,149.78,8.992,76.54,1.1226,0.3147,92.33,90120,747
70.29,323.83,8.22,87.16,1.3063,0.4814,91.29,66290,0
52.57,249.03,6.239,82.86,0.2593,0.6369,94.94,18245,74900
44.92,187.01,4.304,89.08,0.4796,0.529,92.74,29038,61988
50.53,209.88,2.935,64.21,0.1503,0.808,96.96,9746,89824
53.91,206.22,3.548,67.97,0.1318,0.9093,95.74,6252,95077
36.55,198.64,4.213,61.03,0.2693,0.8839,97.22,18692,87847
24.99,120.6,3.994,66.63,0.1261,0.7281,96.77,13079,95222
74.09,329.21,5.804,88.77,0.5397,0.6123,92.93,26287,29192
67.78,313.22,2.927,67.42,0.0655,1.0,96.67,2428,96601
56.8,237.6,9.293,100.48,1.6739,0.2102,87.65,100000,964
66.55,274.13,14.032,96.82,2.5369,0.2004,86.52,100000,0
84.46,384.55,8.728,97.48,1.1961,0.7142,90.49,35936,0
40.36,158.69,4.128,75.98,0.3259,0.5185,95.06,23042,76345
29.84,121.7,2.547,57.74,0.101,0.9021,97.13,11111,95577
61.91,266.24,8.204,87.64,1.1784,0.6206,91.31,50427,0
23.6,77.46,3.763,61.71,0.2692,0.6424,96.79,34630,86081
50.68,228.9,3.013,83.66,0.0789,0.9158,94.94,5324,94917
44.63,198.43,6.979,85.47,0.9724,0.4676,92.08,72549,453
62.13,250.13,7.223,92.4,0.9432,0.5459,91.13,51870,288
41.32,196.84,8.062,89.02,1.4108,0.1479,90.19,89752,0
71.6,277.25,7.469,84.99,1.0177,0.4554,92.61,38808,773
36.56,146.14,4.643,70.81,0.3295,0.7397,95.07,28512,78499
62.7,293.24,4.588,82.74,0.2964,0.728,94.6,16251,73170
38.0,156.98,6.602,88.62,1.0001,0.3826,92.54,80971,882
59.87,221.8,6.346,92.85,1.1067,0.5097,91.46,60312,0
31.74,138.14,2.394,54.29,0.0129,0.9985,97.79,1388,99222
49.57,202.55,4.305,69.77,0.0155,0.9062,96.77,802,98740
73.8,320.43,3.568,86.15,0.2955,0.8312,93.64,14170,71851
52.07,240.63,8.703,83.52,0.9523,0.4562,92.18,49909,407
71.3,298.1,12.166,99.95,2.6344,0.2741,84.64,100000,287
49.53,160.57,4.087,70.9,0.0875,0.9183,97.09,4890,96071
40.91,183.0,4.252,69.1,0.3881,0.6601,95.61,27052,73933
53.1,202.8,2.724,75.2,0.2692,0.8876,95.52,14384,84108
61.13,266.95,11.028,94.66,2.153,0.4192,86.9,100000,0
15.7,83.25,6.084,72.68,0.3362,0.5175,95.05,55377,85956
59.4,270.74,7.87,88.3,0.9964,0.4299,91.96,54666,0
33.08,155.92,4.294,70.36,0.2372,0.7204,96.22,18972,88446
28.61,113.98,4.602,77.17,0.1323,0.7483,95.81,16075,92535
59.69,248.37,2.699,64.65,0.1578,0.8946,96.53,9582,88309
74.09,319.74,3.454,73.13,0.0418,0.9111,95.69,1741,97269
53.9,242.66,8.154,86.73,0.9332,0.5074,91.81,60013,0
25.6,87.74,6.785,68.24,0.3931,0.5237,96.94,50284,71958
37.93,177.73,8.855,86.7,1.345,0.2432,90.74,100000,0
42.47,142.07,9.106,91.33,1.6918,0.372,88.88,100000,0
53.53,183.09,4.173,80.61,0.4344,0.6894,94.72,24320,64252
48.71,171.53,6.791,81.72,0.8278,0.5105,93.14,43958,20002
58.91,257.85,10.385,93.56,1.6515,0.2313,88.9,86885,0
68.0,298.04,7.83,76.45,1.236,0.7223,92.3,56843,0
56.21,240.1,3.586,75.57,0.1843,0.9422,96.06,8525,89945
66.17,266.62,4.244,72.42,0.3658,0.8982,95.1,17965,70405
45.15,199.08,3.136,63.2,0.061,0.9368,97.28,4149,97180
109.33,445.76,14.721,115.52,2.7434,0.2825,83.78,92407,0
59.96,245.31,3.486,79.69,0.6581,0.6786,94.21,27955,43209
62.31,244.98,2.552,78.3,0.1536,0.866,94.29,7788,89225
81.64,355.82,8.001,81.39,0.9234,0.6458,92.43,33415,0
51.59,205.05,5.027,69.89,0.5152,0.6901,94.12,28880,57397
38.38,168.95,2.752,56.71,0.1729,0.9614,96.5,13303,92736
73.52,310.53,2.101,76.72,0.0855,0.9929,95.85,3616,94999
74.57,345.22,5.032,87.03,0.7213,0.7136,93.12,33403,6376
52.76,222.99,4.76,74.36,0.4116,0.8745,95.29,22038,73360
81.67,367.9,8.53,96.82,1.4256,0.4478,89.95,44394,0
48.5,219.88,4.145,77.67,0.3626,0.7265,94.79,22029,74512
66.78,258.02,5.718,75.13,1.0236,0.5739,92.64,57353,0
77.28,313.44,5.57,87.0,0.5761,0.6734,93.58,24083,31992
51.77,211.98,3.685,80.88,0.3773,0.6147,94.48,24693,65166
58.22,255.43,7.118,92.39,1.1225,0.3593,91.42,62783,0
68.47,303.08,4.28,74.77,0.3533,0.8991,94.36,15499,73297
43.41,195.39,1.001,71.37,0.0742,1.0,97.46,4317,97079
35.35,132.55,0.876,64.82,0.011,0.9767,96.95,876,99366
73.99,310.4,7.252,87.18,0.9974,0.6201,91.35,42212,0
55.52,224.83,5.002,83.26,0.6155,0.6913,93.77,29052,49487
40.9,179.16,4.387,77.31,0.5621,0.6494,93.09,36530,61206
51.69,184.58,3.28,71.68,0.1063,0.8452,94.99,7184,93066
59.15,247.96,4.459,76.54,0.0844,0.7666,96.2,4398,94328
21.75,56.1,2.854,49.39,0.0028,0.9506,98.38,440,99778
62.89,242.44,4.245,74.1,0.2196,0.9312,95.28,12951,83160
57.35,273.52,4.147,79.53,0.464,0.819,94.71,26742,58632
79.79,369.01,5.45,91.47,0.4107,0.7704,92.99,14939,62714
46.06,180.43,4.627,71.68,0.2882,0.7622,95.8,17260,82807
74.79,323.96,10.038,93.81,1.8376,0.4516,87.37,70352,0
49.2,216.26,2.248,63.09,0.2264,1.0,95.85,12843,88993
52.51,247.84,3.24,83.24,0.33,0.8487,94.64,21646,74419
55.06,236.16,6.094,81.64,0.6979,0.6597,93.64,45926,15806
87.68,347.29,5.851,97.5,0.5294,0.7213,92.4,15152,52382
27.69,99.9,2.774,59.71,0.2253,0.825,96.72,29193,86588
58.91,255.35,6.442,88.41,0.9744,0.4296,91.77,59494,83
50.76,176.64,8.192,86.16,1.2729,0.279,91.25,89586,0
49.49,173.53,3.063,67.24,0.0895,1.0,96.53,4772,95406
60.49,270.99,11.077,88.83,1.8422,0.4351,88.59,78350,689
69.91,346.46,5.258,86.83,0.4032,0.8254,93.41,20325,59776
59.57,237.71,4.412,67.39,0.1931,0.9604,96.36,8962,88804
72.23,300.16,5.313,81.02,0.4006,0.784,94.16,18438,61125
45.48,189.41,9.705,84.45,1.2961,0.3757,91.63,100000,0
49.13,211.22,2.609,70.13,0.3784,0.868,95.67,20355,77391
31.98,117.23,2.553,63.61,0.1192,0.9817,96.85,11958,94260
85.69,357.85,8.842,81.69,1.0128,0.7673,91.99,30105,12
46.64,211.84,3.663,69.48,0.1381,0.7799,96.03,8239,91692
44.65,175.97,3.065,67.13,0.0316,0.9454,96.33,2367,98818
60.92,256.08,2.778,73.55,0.0936,0.9328,95.87,4139,94460
69.93,314.4,2.069,73.05,0.1113,0.9656,96.12,4111,94623
37.54,157.03,3.175,56.14,0.0685,0.9809,97.1,4943,98497
71.36,268.98,4.002,79.45,0.0906,0.936,94.6,4484,92735
44.54,141.59,4.548,79.27,0.4181,0.7274,94.04,30723,66321
75.75,295.32,3.404,73.71,0.1265,0.9408,95.83,6022,89833
40.26,192.77,3.381,70.08,0.1689,0.763,96.55,12724,90333
63.24,260.39,8.546,107.2,1.1633,0.2956,89.27,68129,281
50.77,220.17,4.323,72.94,0.3872,0.6991,94.12,19271,74395
29.73,150.78,5.037,70.04,0.314,0.5529,96.15,33039,77834
24.51,78.03,2.946,61.04,0.052,0.7788,96.8,5674,98089
36.63,207.11,2.611,69.77,0.0854,0.9887,96.42,6407,96929
67.87,282.95,4.215,71.08,0.0234,1.0,96.59,1252,98794
15.02,73.81,2.47,63.35,0.0291,0.8896,97.17,5551,98824
56.01,221.14,2.597,65.4,0.1791,0.9253,97.25,9796,89543
54.44,209.35,2.75,62.61,0.0972,1.0,96.43,5844,93907
19.72,83.32,2.22,43.32,0.0161,1.0,98.51,2787,99351
35.66,137.55,3.755,62.74,0.0466,0.878,96.62,3857,97594
35.62,151.44,5.079,62.06,0.2497,0.7859,96.24,18529,87655
50.95,171.39,4.251,76.79,0.1082,0.8163,95.88,6933,92934
76.39,293.38,3.23,80.65,0.4022,0.7719,94.28,13589,68128
69.35,280.92,5.349,82.94,0.419,0.7102,93.77,21000,55179
43.51,160.0,6.361,83.56,0.4261,0.4589,94.68,35174,55439
35.07,208.09,2.501,65.34,0.0156,0.9862,96.35,1203,100229
21.95,95.84,5.24,84.75,0.4193,0.4065,94.29,48195,77841
43.19,186.72,5.468,69.26,0.4979,0.6826,95.64,29658,66215
33.82,120.21,3.384,51.49,0.0306,0.9975,97.81,2559,98562
49.35,193.32,5.548,76.46,0.8395,0.4998,92.21,62044,765
50.03,200.06,9.747,85.61,1.5133,0.4022,90.86,76101,0
41.44,196.99,2.936,62.83,0.0272,1.0,98.34,1891,98021
41.82,147.26,1.953,63.68,0.1591,1.0,97.04,9725,93152
37.51,150.7,6.111,74.44,0.5535,0.6434,94.22,49228,52155
40.78,180.09,5.691,74.71,0.5709,0.573,94.77,41381,51688
75.85,272.33,3.559,76.3,0.1248,0.8656,96.38,6119,88513
59.32,215.91,2.7,67.49,0.1131,1.0,95.99,7047,92334
59.56,222.09,3.955,73.76,0.2324,0.8281,96.56,13884,81140
68.21,282.8,5.126,85.89,0.3807,0.7451,93.17,19880,60226
66.62,270.7,6.515,86.98,0.6956,0.7853,92.52,28890,36166
75.65,336.31,5.423,86.22,0.348,0.8879,93.97,13809,72313
60.59,210.09,3.508,71.5,0.3389,0.8876,94.96,18627,73465
53.69,217.22,6.846,82.74,0.6622,0.6185,93.42,41287,25421
39.37,188.85,3.047,62.72,0.0153,1.0,97.3,1121,99830
35.17,116.21,3.049,58.71,0.0887,0.8578,97.55,8728,94751
65.88,274.38,7.022,88.34,0.8134,0.5697,91.09,37485,640
48.0,216.62,9.493,83.24,1.085,0.3401,92.31,67673,0
25.52,135.34,2.734,61.05,0.1827,0.927,95.68,21503,94461
12.33,50.0,2.224,71.32,0.1113,0.6719,96.39,22786,97391
88.66,379.81,4.166,79.11,0.0892,0.9173,95.0,3401,93558
32.25,136.28,3.162,74.45,0.2126,0.83,95.62,17794,90755
37.65,137.35,3.533,60.57,0.3325,0.7994,96.69,22818,83308
72.11,278.2,3.751,80.19,0.2114,1.0,94.58,8331,86984
28.25,93.34,2.609,59.07,0.098,0.8249,97.27,9410,96685
59.57,324.43,4.536,75.56,0.2917,0.6593,94.73,14210,76358
82.8,371.33,2.301,80.71,0.0171,1.0,95.65,608,98239
88.05,371.18,3.675,74.13,0.3646,1.0,94.64,11662,72813
41.95,159.29,2.716,63.0,0.0914,0.9291,97.25,7127,95499
49.78,220.32,3.71,71.36,0.1894,0.8437,95.73,11902,87608
42.87,155.69,2.334,73.68,0.0503,1.0,95.38,3827,96529
49.68,215.15,7.964,82.4,1.1464,0.4645,91.89,66362,0
73.37,324.88,6.264,85.72,0.7717,0.6405,92.7,27012,19543
24.81,100.99,1.644,76.67,0.2305,0.5241,94.43,34099,83770
61.66,246.98,7.683,79.11,0.7975,0.3717,92.56,46701,0
46.48,184.92,3.15,73.55,0.2932,0.6963,95.4,20701,77573
74.63,332.85,2.427,71.28,0.0587,0.9981,96.49,2728,96231
73.68,308.49,5.018,76.48,0.5016,0.7681,94.91,23108,45675
42.67,212.32,5.614,69.5,0.4141,0.5816,95.38,26518,70441
48.01,165.08,6.41,87.99,0.6269,0.6209,92.83,41046,37892
66.07,252.13,4.164,78.72,0.3112,0.7831,94.6,16951,70143
67.7,286.01,3.992,67.97,0.0754,1.0,96.4,4095,95237
10.0,51.04,1.104,53.2,0.0306,0.8379,97.16,10013,100255
66.01,275.9,4.578,90.59,0.3374,0.6765,93.63,13533,73610
79.64,362.52,6.898,83.27,0.6933,0.7932,92.94,31147,11000
54.6,210.43,4.636,83.0,0.4608,0.7796,94.46,25373,63672
67.1,282.16,3.344,67.69,0.3012,0.9623,95.57,13206,79174
73.02,328.35,12.749,107.74,2.1079,0.2556,86.21,100000,521
53.99,262.39,4.844,64.44,0.5542,0.8794,95.82,27925,61506
64.66,267.47,3.812,77.08,0.2015,0.9329,96.26,8124,88852
50.23,264.65,1.99,69.8,0.0542,0.906,95.99,3220,97297
49.06,207.9,1.273,54.62,0.0701,0.9784,96.83,4977,95711
38.09,193.94,3.971,66.06,0.0861,0.821,96.98,8469,93688
53.11,216.19,2.913,71.69,0.0757,0.8857,95.32,5255,95311
83.96,349.56,3.959,89.51,0.1865,0.8135,94.1,6195,85970
33.76,165.19,3.265,58.03,0.0917,0.8459,98.28,10068,95578
61.1,273.01,3.999,62.41,0.0955,0.999,96.91,5712,94051
55.78,233.92,9.957,93.9,1.4313,0.3976,89.24,68123,0
76.55,300.63,4.269,82.88,0.0592,1.0,95.5,2509,96130
79.93,388.23,5.445,73.08,0.5254,0.8052,94.37,22302,41821
33.36,134.66,2.323,60.92,0.1856,0.8506,96.65,15849,90583
39.66,168.01,8.57,83.84,1.1451,0.2382,91.09,100000,0
40.65,132.21,3.164,74.33,0.0552,0.8867,96.32,3565,98107
41.28,162.2,3.558,71.45,0.1941,0.808,96.42,15218,87391
42.83,197.65,7.513,88.0,1.6036,0.4075,89.13,100000,55
56.25,233.35,7.316,82.64,1.1419,0.5713,92.2,60187,0
34.68,198.68,5.688,64.68,0.5905,0.5865,95.62,50960,53136
37.21,162.09,2.732,70.37,0.1079,0.8186,96.26,8948,94672
35.77,138.39,2.906,63.88,0.0694,0.9267,96.32,5622,97249
58.87,281.47,4.999,75.4,0.7077,0.7667,94.83,33137,37714
48.85,254.26,9.101,81.37,1.0704,0.372,92.04,79512,0
45.66,218.71,3.76,64.15,0.3107,0.8152,96.42,24410,76442
34.85,149.05,4.023,75.88,0.2814,0.6526,95.05,25432,81842
21.13,85.06,3.422,60.88,0.076,0.8003,97.46,9854,97549
79.37,300.53,7.568,94.67,1.0286,0.5006,90.84,44024,0
44.8,195.28,5.171,65.12,0.1077,0.7928,96.65,6212,94609
98.79,422.83,4.052,82.05,0.3547,0.7953,94.37,11733,61310
63.91,245.62,4.24,85.98,0.3389,0.8032,94.45,16624,72088
82.93,349.84,6.086,85.44,0.5108,0.7661,94.63,21255,39984
67.88,307.51,5.357,75.0,0.2065,0.8359,96.01,8328,86769
52.85,216.34,3.958,75.02,0.07,0.9243,96.07,3659,96379
39.24,171.32,6.765,81.63,0.4213,0.5707,94.83,28296,70713
32.42,95.97,2.56,66.55,0.1021,0.9664,96.88,10217,95296
70.15,331.09,6.372,72.97,0.73,0.6938,94.46,26114,31979
54.77,216.65,2.322,70.6,0.1074,0.9321,96.37,5030,94583
61.1,250.68,5.198,87.6,0.3413,0.6434,93.93,19684,64637
64.66,276.78,3.268,80.67,0.5243,0.8094,93.67,22816,56994
56.41,232.98,2.779,69.38,0.0326,1.0,95.92,1596,99924
41.51,193.55,5.349,62.66,0.1966,0.8361,95.88,12312,90536
68.23,279.16,3.713,73.17,0.0808,0.8787,95.95,4330,94236
46.43,183.43,3.119,59.37,0.0249,1.0,97.3,1964,99670
51.63,235.51,10.291,98.85,1.8756,0.2053,87.95,100000,863
62.91,209.6,3.344,72.89,0.2868,0.955,95.98,11674,84023
48.94,180.03,6.192,76.62,0.6548,0.6477,93.71,49802,23849
17.28,77.42,5.133,64.78,0.0536,0.8181,97.03,8817,98612
68.73,305.43,6.804,84.62,0.6615,0.6839,92.61,34324,15190
72.59,321.81,7.816,85.44,1.0467,0.5108,91.59,42842,0
17.04,50.0,3.502,64.6,0.128,0.5704,96.56,27163,93654
31.22,121.45,3.102,70.07,0.1715,0.7375,94.97,19136,89860
86.43,380.21,4.977,78.6,0.3968,0.7964,94.37,15923,57126
54.18,207.0,4.526,85.01,0.2467,0.7573,94.15,12871,83053
50.06,205.6,8.938,86.03,1.1388,0.3909,91.16,79577,99
42.33,186.79,6.456,81.72,0.6192,0.5397,93.12,53268,30890
31.45,133.38,6.687,84.08,0.8841,0.4115,92.77,100000,0
46.5,205.08,2.305,62.61,0.062,1.0,97.03,3982,95994
67.54,280.21,6.768,71.82,1.0399,0.7099,93.22,39377,462
49.72,220.21,10.178,96.36,1.634,0.3337,88.65,83584,368
60.99,268.0,2.829,67.93,0.1363,0.9673,96.66,5999,92533
81.78,360.57,3.117,70.05,0.0597,1.0,96.14,2064,96833
39.55,182.06,6.116,79.44,0.6225,0.5343,93.51,40542,53231
55.45,252.6,5.691,78.29,0.549,0.7402,94.55,25633,58938
68.08,276.27,7.91,84.44,1.3466,0.5538,91.47,55322,112
33.21,130.93,3.641,55.84,0.0492,0.9557,97.67,4517,98069
53.2,227.5,7.277,72.93,0.9803,0.5608,92.59,47582,167
83.7,390.73,3.629,77.8,0.2212,0.8508,95.04,6755,84011
43.88,188.84,2.244,63.33,0.0808,1.0,96.93,5361,95570
69.23,324.32,2.776,81.47,0.1398,0.881,95.24,5383,91094
47.46,228.94,8.428,83.55,0.9551,0.502,92.09,50553,5456
82.39,375.79,7.158,92.65,0.9413,0.7754,91.4,32826,49
20.38,113.85,2.2,57.87,0.1602,0.8782,96.95,22211,95029
51.17,195.94,4.211,82.86,0.2601,0.8272,95.42,13334,84806
23.38,76.62,5.749,70.59,0.5405,0.4501,94.52,62916,66914
37.38,139.8,0.5,57.08,0.2125,0.9137,97.04,14949,90796
37.28,178.94,5.887,76.3,0.7049,0.6148,92.98,50882,45569
45.19,184.29,4.553,73.79,0.2911,0.8343,95.69,17348,83631
28.61,108.14,2.981,58.18,0.1551,0.8905,97.05,14194,93862
48.71,196.23,2.494,71.21,0.3575,0.8122,95.11,18635,79345
58.29,254.38,4.859,78.62,0.2173,0.6899,94.18,10759,83982
22.43,80.26,4.186,62.14,0.267,0.6659,97.25,41303,84912
38.57,151.98,5.407,77.38,0.3073,0.6643,95.26,20958,81756
95.74,396.01,5.298,87.43,0.2917,0.8216,94.52,7927,77017
55.93,253.24,7.833,95.91,1.2237,0.4028,89.67,68950,737
17.28,50.0,2.541,62.7,0.0693,0.7889,97.53,14530,96766
24.79,104.3,4.229,65.57,0.18,0.6958,96.36,23528,91723
54.07,219.94,7.057,84.52,1.1226,0.5762,90.99,71085,0
51.81,229.77,5.321,74.19,0.4444,0.7823,94.7,29364,61557
39.43,163.31,2.406,51.64,0.0467,0.9852,98.86,3729,98162
89.48,357.46,11.303,99.39,2.402,0.4302,85.65,84319,69
97.14,450.96,5.102,88.43,0.8454,0.8277,92.7,29642,654
45.24,220.91,2.506,65.58,0.1689,0.7838,95.88,12235,89802
65.71,280.91,2.354,65.84,0.1132,0.9112,96.85,4499,93794
66.62,291.63,7.029,86.01,1.2527,0.5866,91.24,47400,0
69.01,274.92,6.742,83.9,0.6843,0.6994,92.78,29033,28167
38.48,165.79,3.707,76.21,0.3347,0.7198,95.04,22872,79845
84.91,409.73,11.327,92.03,1.822,0.5131,88.14,67299,21
48.77,229.61,7.099,79.38,0.6829,0.5395,93.68,46620,23082
57.6,220.78,2.748,73.3,0.0844,0.8364,96.15,4935,93973
50.04,218.24,3.283,69.15,0.2078,0.9813,95.48,11207,88920
47.49,201.07,1.539,72.52,0.1243,1.0,95.86,8570,93447
55.01,241.46,7.243,75.24,0.7555,0.7598,93.28,40871,28349
28.65,155.99,2.169,53.26,0.0089,1.0,97.02,1023,99806
14.52,50.0,4.906,65.38,0.1245,0.7076,96.24,25311,95657
46.16,189.83,5.248,75.46,0.5449,0.5541,93.96,43122,39523
34.15,120.97,6.739,87.35,0.7583,0.3065,92.79,62810,26265
59.86,255.69,4.22,78.83,0.2555,0.7786,95.11,12560,80748
57.81,244.95,6.738,83.01,0.8282,0.5534,91.62,51654,847
50.24,252.68,2.583,70.44,0.0477,0.8332,96.86,3517,96642
76.67,304.98,8.13,98.59,1.3213,0.5421,88.85,56212,0
49.89,227.65,3.248,67.11,0.0626,0.9855,96.73,4091,95567
23.75,50.0,4.007,57.62,0.1095,0.7661,97.57,15189,95452
45.97,231.75,7.139,69.58,0.8463,0.5961,92.51,47880,24279
71.08,299.1,2.781,75.48,0.1266,0.9932,95.43,4873,92558
16.08,70.34,2.375,57.1,0.041,0.8202,97.62,7812,98424
48.31,198.44,5.9,78.41,0.5492,0.5806,95.05,38431,43539
60.36,262.98,5.998,90.9,0.7635,0.6407,92.86,38193,16221
97.74,398.62,9.343,101.1,1.0713,0.6041,89.39,30745,0
71.75,304.22,7.389,89.55,0.8214,0.4095,92.33,35520,79
52.39,247.0,5.456,72.03,0.4811,0.7628,94.26,23474,66415
